StopID;DIVA;StopText;Municipality;MunicipalityID;Longitude;Latitude
804;60200928;Neulandschule;Wien;49000001;163.874.357;481.588.463
805;60200717;Kreilplatz;Wien;49000001;163.667.026;482.543.416
806;60200033;Altes Landgut U;Wien;49000001;163.835.640;481.608.537
807;60201508;Am Europlatz;Wien;49000001;163.331.954;481.714.048
808;60200295;Daumegasse;Wien;49000001;163.740.149;481.642.272
809;60200761;Laxenburger Straße / Raxstraße;Wien;49000001;163.677.626;481.651.978
810;60201078;Raxstraße / Rudolfshügelgasse;Wien;49000001;163.654.000;481.654.435
811;60200447;Gußriegelstraße;Wien;49000001;163.582.584;481.665.938
812;60201312;Stefan-Fadinger-Platz;Wien;49000001;163.539.825;481.680.078
813;60201571;Clemens-Holzmeister-Straße;Wien;49000001;163.476.943;481.692.240
814;60200053;Gesundheitszentrum Süd;Wien;49000001;163.448.286;481.700.628
815;60200264;Eibesbrunnergasse;Wien;49000001;163.376.511;481.712.250
816;60201257;Grillgasse S;Wien;49000001;164.084.563;481.671.451
817;60200858;Max-Mauermann-Gasse;Wien;49000001;164.093.277;481.631.486
818;60200908;Männertreugasse;Wien;49000001;164.045.756;481.598.530
819;60200750;Langsulzgasse;Wien;49000001;163.995.989;481.579.474
820;;Lorystraße;;;0000000000;0000000000
821;60201344;Swatoschgasse;Wien;49000001;164.105.494;481.659.707
822;60201344;Swatoschgasse;Wien;49000001;164.107.111;481.659.707
823;60201683;Kastanienallee;Wien;49000001;163.413.342;481.720.937
824;60200963;Oberer Reisenbergweg;Wien;49000001;163.360.341;482.592.938
825;60200963;Oberer Reisenbergweg;Wien;49000001;163.354.053;482.595.868
826;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;163.647.802;482.493.530
827;60200428;Grinzinger Straße;Wien;49000001;163.649.329;482.547.124
828;60200309;Fernsprechamt Heiligenstadt, Pfarrpl.;Wien;49000001;163.601.000;482.541.382
829;60200080;Armbrustergasse;Wien;49000001;163.554.377;482.539.528
830;60200925;Neugebauerweg;Wien;49000001;163.522.397;482.537.494
831;60200689;Kliebergasse;Wien;49000001;163.642.322;481.827.323
832;60200145;Blechturmgasse;Wien;49000001;163.682.297;481.841.219
833;60201349;Hauptbahnhof S U;Wien;49000001;163.745.988;481.861.283
834;60200400;Heinrich-Drimmel-Platz;Wien;49000001;163.914.781;481.878.472
835;60201486;Wildgansplatz;Wien;49000001;163.965.716;481.860.744
836;60200115;Baumgasse;Wien;49000001;164.045.486;481.930.813
837;60201199;Schlachthausgasse U;Wien;49000001;164.074.861;481.941.352
838;;Donauzentrum;;;0000000000;0000000000
839;60200168;Bretschneidergasse;Wien;49000001;163.492.214;482.545.748
841;60201199;Schlachthausgasse U;Wien;49000001;164.074.592;481.940.095
842;60200283;Erdbergstraße;Wien;49000001;164.083.665;481.950.155
843;60200115;Baumgasse;Wien;49000001;164.049.169;481.934.945
844;60201486;Wildgansplatz;Wien;49000001;163.966.614;481.860.205
845;60200400;Heinrich-Drimmel-Platz;Wien;49000001;163.915.051;481.879.430
846;60200300;Fasangasse;Wien;49000001;163.854.235;481.883.083
847;60201349;Hauptbahnhof S U;Wien;49000001;163.745.539;481.861.822
848;60200145;Blechturmgasse;Wien;49000001;163.685.981;481.842.596
849;60200689;Kliebergasse;Wien;49000001;163.647.083;481.828.940
850;60200168;Bretschneidergasse;Wien;49000001;163.481.883;482.537.195
851;60200849;Matzleinsdorfer Platz S;Wien;49000001;163.594.622;481.809.055
852;60201176;Schloss Schönbrunn;Wien;49000001;163.146.812;481.878.232
853;60200925;Neugebauerweg;Wien;49000001;163.517.906;482.539.109
854;60200080;Armbrustergasse;Wien;49000001;163.556.354;482.538.810
855;60200426;Grinzing;Wien;49000001;163.424.211;482.557.471
856;60200210;Cobenzlgasse;Wien;49000001;163.300.064;482.640.123
857;60201436;Wagenwiese;Wien;49000001;163.277.427;482.656.687
858;60200309;Fernsprechamt Heiligenstadt, Pfarrpl.;Wien;49000001;163.595.251;482.540.306
859;60200209;Cobenzl-Parkplatz;Wien;49000001;163.212.479;482.639.764
860;;Johnstraße;;;0000000000;0000000000
861;60200713;Krapfenwaldgasse;Wien;49000001;163.242.572;482.686.885
862;60201343;Sulzwiese;Wien;49000001;163.201.789;482.774.477
863;60200312;Feuerwache Grinzing;Wien;49000001;163.325.846;482.614.527
864;60200312;Feuerwache Grinzing;Wien;49000001;163.324.948;482.614.228
865;60200634;Kahlenberg;Wien;49000001;163.368.067;482.765.330
866;60201343;Sulzwiese;Wien;49000001;163.200.800;482.775.016
867;60200713;Krapfenwaldgasse;Wien;49000001;163.242.662;482.688.081
868;;Schemmelstraße;;;0000000000;0000000000
869;60200209;Cobenzl-Parkplatz;Wien;49000001;163.215.263;482.639.884
870;60200428;Grinzinger Straße;Wien;49000001;163.650.317;482.544.612
871;60201436;Wagenwiese;Wien;49000001;163.277.337;482.655.671
872;60200210;Cobenzlgasse;Wien;49000001;163.308.958;482.633.425
873;60200426;Grinzing;Wien;49000001;163.423.672;482.557.053
874;;Rennbahnweg;;;0000000000;0000000000
875;;Seebaldgasse;;;0000000000;0000000000
876;;Julius-Ficker-Straße;;;0000000000;0000000000
877;;Gitlbauergasse;;;0000000000;0000000000
879;60201158;Linzer Straße;Wien;49000001;163.165.407;481.926.800
880;60200627;Kagran U;Wien;49000001;164.337.618;482.432.991
881;60200627;Kagran U;Wien;49000001;164.337.349;482.432.632
882;60200911;Märzstraße;Wien;49000001;163.185.888;481.964.346
883;60200238;Siebeckstraße;Wien;49000001;164.339.505;482.413.906
884;;Steigenteschgasse;;;0000000000;0000000000
885;60200633;Kagraner Platz U;Wien;49000001;164.427.091;482.501.426
886;;Kagraner Friedhof;;;0000000000;0000000000
887;;Leopoldau S U;;;0000000000;0000000000
888;;Gitlbauergasse;;;0000000000;0000000000
889;;Julius-Ficker-Straße;;;0000000000;0000000000
890;;Kagraner Friedhof;;;0000000000;0000000000
891;60200633;Kagraner Platz;Wien;49000001;164.432.301;482.500.768
892;60201313;Steigenteschgasse;Wien;49000001;164.386.307;482.451.536
893;60200238;Siebeckstraße;Wien;49000001;164.341.930;482.421.145
894;60200631;Kagraner Brücke;Wien;49000001;164.306.896;482.396.736
895;;Akkonplatz;;;0000000000;0000000000
897;60201664;Schmelz, Gablenzgasse;Wien;49000001;163.158.130;482.067.509
898;60201665;Johnstraße, Schuselkagasse;Wien;49000001;163.189.931;481.994.884
899;;Sebaldgasse;;;0000000000;0000000000
900;60200606;Johnstraße U;Wien;49000001;163.186.607;481.975.963
901;60200911;Märzstraße;Wien;49000001;163.182.834;481.960.454
902;60201158;Linzer Straße;Wien;49000001;163.159.837;481.918.177
903;60200839;Markomannenstraße;Wien;49000001;164.545.848;482.501.247
904;60201739;Gewerbepark Kagran;Wien;49000001;164.692.363;482.515.543
905;60201279;Breitenlee, Spargelfeldstraße;Wien;49000001;164.834.836;482.514.167
906;60201527;Breitenlee, Ziegelhofstraße;Wien;49000001;164.883.884;482.513.389
907;60200165;Breitenlee, Ort;Wien;49000001;164.973.087;482.511.296
908;60201378;Agrarweg;Wien;49000001;165.255.607;482.497.478
909;60200924;Neueßling;Wien;49000001;165.327.382;482.494.667
910;60200164;Breitenlee, Friedhof;Wien;49000001;164.929.339;482.511.056
911;60201539;Ludwig-Reindl-Gasse;Wien;49000001;164.602.981;482.515.782
912;60201527;Breitenlee, Ziegelhofstraße;Wien;49000001;164.890.711;482.513.688
913;60201619;Kalmusweg;Wien;49000001;164.801.598;482.502.622
914;60200924;Neueßling;Wien;49000001;165.321.453;482.494.128
915;60201378;Agrarweg;Wien;49000001;165.255.876;482.498.315
916;60200165;Breitenlee, Ort;Wien;49000001;164.980.183;482.512.552
917;60200964;Tierquartier;Wien;49000001;164.744.016;482.516.739
918;60201279;Breitenlee, Spargelfeldstraße;Wien;49000001;164.834.836;482.515.184
919;60201739;Gewerbepark Kagran;Wien;49000001;164.692.363;482.516.619
920;60200839;Markomannenstraße;Wien;49000001;164.544.950;482.502.383
921;60200164;Breitenlee, Friedhof;Wien;49000001;164.928.800;482.512.193
922;60201539;Ludwig-Reindl-Gasse;Wien;49000001;164.600.465;482.516.141
923;60200633;Kagraner Platz U;Wien;49000001;164.435.984;482.504.776
924;60200083;Breitenlee, Arnikaweg;Wien;49000001;164.794.951;482.513.868
925;60201380;Thujagasse;Wien;49000001;165.343.911;482.535.640
926;60201282;Speierlinggasse;Wien;49000001;165.364.932;482.588.572
927;60200579;Invalidensiedlung;Wien;49000001;165.361.159;482.615.424
928;60201282;Speierlinggasse;Wien;49000001;165.360.979;482.584.445
929;60201380;Thujagasse;Wien;49000001;165.344.360;482.540.485
930;60200022;Algenweg;Wien;49000001;165.314.446;482.489.044
931;60200555;Huflattichweg;Wien;49000001;165.309.955;482.472.653
932;60200223;Daphneweg;Wien;49000001;165.302.409;482.445.494
933;60200155;Maculangasse;Wien;49000001;164.539.829;482.623.019
934;60201290;Spitzweg;Wien;49000001;164.561.658;482.647.418
935;;Sommerweg;;;0000000000;0000000000
936;60201254;Percostraße;Wien;49000001;164.643.046;482.697.349
937;60200979;Wagramer Straße, Ostbahn;Wien;49000001;164.767.193;482.752.775
938;60200105;Badeteich Sußenbrunn;Wien;49000001;164.880.021;482.777.407
939;;Bettelheimstraße;;;0000000000;0000000000
940;60201359;Süßenbrunner Platz;Wien;49000001;164.957.366;482.772.923
941;60200083;Breitenlee, Arnikaweg;Wien;49000001;164.802.497;482.515.124
942;60201577;Hasenleiten, Industriegebiet;Wien;49000001;164.214.909;481.562.455
943;60200133;Bettelheimstraße;Wien;49000001;164.926.374;482.789.663
944;;Neuhaufenstraße;;;0000000000;0000000000
945;60200105;Badeteich Sußenbrunn;Wien;49000001;164.875.889;482.777.407
946;60200979;Wagramer Straße, Ostbahn;Wien;49000001;164.761.713;482.753.492
947;60201254;Percostraße;Wien;49000001;164.642.237;482.698.066
948;;Sommerweg;;;0000000000;0000000000
949;60201290;Spitzweg;Wien;49000001;164.560.221;482.648.435
951;60200201;Campingplatzweg;Wien;49000001;164.813.276;482.757.498
952;60201862;Anton-Sattler-Gasse;Wien;49000001;164.429.336;482.540.246
953;60201862;Anton-Sattler-Gasse;Wien;49000001;164.428.438;482.540.545
956;60200071;Doningasse;Wien;49000001;164.412.897;482.518.653
957;60200623;Melangasse;Wien;49000001;164.404.633;482.565.247
958;60200232;Zehdengasse;Wien;49000001;164.381.905;482.597.842
959;60200009;Agavenweg;Wien;49000001;165.065.883;482.511.415
960;60201199;Schlachthausgasse U;Wien;49000001;164.069.381;481.943.029
961;;Praterbrücke;;;0000000000;0000000000
962;;Mühlwasserstraße;;;0000000000;0000000000
963;;Neuhaufenstraße;;;0000000000;0000000000
966;60200701;Konstanziagasse;Wien;49000001;164.575.672;482.276.764
967;60200288;Erzherzog-Karl-Straße S;Wien;49000001;164.535.787;482.292.861
968;60200701;Konstanziagasse;Wien;49000001;164.572.438;482.282.329
969;60200476;Hartlebengasse;Wien;49000001;164.649.154;482.254.382
970;60201537;Zschokkegasse;Wien;49000001;164.689.938;482.241.096
973;;Deinleingasse, Schule;;;0000000000;0000000000
974;;Mühlwasserstraße;;;0000000000;0000000000
975;60201039;Praterbrücke;Wien;49000001;164.325.132;482.047.692
976;;Rennbahnweg;;;0000000000;0000000000
977;60200009;Agavenweg;Wien;49000001;165.063.547;482.510.518
978;60200260;Strebersdorf, Edmund-Hawranek-Platz;Wien;49000001;163.864.116;482.912.443
979;60201335;Strebersdorfer Platz;Wien;49000001;163.888.820;482.954.698
980;60200964;Tierquartier;Wien;49000001;164.765.306;482.516.021
981;60200128;Bernreiterplatz;Wien;49000001;164.065.878;482.815.309
982;60201660;Mitterhofergasse;Wien;49000001;164.027.071;482.777.646
983;60200598;Großjedlersdorf,  Jochbergengasse;Wien;49000001;164.007.488;482.802.097
984;60201541;Ödenburger Straße, Schulzentrum;Wien;49000001;164.018.537;482.821.466
985;60201541;Ödenburger Straße, Schulzentrum;Wien;49000001;164.016.381;482.820.091
986;60200598;Großjedlersdorf,  Jochbergengasse;Wien;49000001;164.009.374;482.802.217
987;60201314;Steinamangergasse;Wien;49000001;164.027.071;482.837.069
988;60201314;Steinamangergasse;Wien;49000001;164.028.239;482.836.710
989;60200069;Anton-Böck-Gasse;Wien;49000001;163.900.229;482.963.662
990;60200203;Carabelligasse;Wien;49000001;164.121.304;482.801.380
991;60201216;Sebaldgasse;Wien;49000001;164.473.174;482.622.063
992;60201216;Sebaldgasse;Wien;49000001;164.466.167;482.625.292
993;60201192;Schwanngasse;Wien;49000001;164.194.337;482.798.511
994;60200999;Marco-Polo-Promenade;Wien;49000001;164.230.809;482.774.298
995;60200232;Zehdengasse;Wien;49000001;164.381.816;482.592.639
996;60200623;Melangasse;Wien;49000001;164.405.351;482.558.488
997;60200071;Doningasse;Wien;49000001;164.411.011;482.517.935
998;60200633;Kagraner Platz U;Wien;49000001;164.433.469;482.505.673
999;60200201;Campingplatzweg;Wien;49000001;164.798.454;482.757.618
1000;60201198;Schwedenplatz U;Wien;49000001;163.777.968;482.116.478
1001;60200659;Karmeliterplatz;Wien;49000001;163.803.480;482.154.968
1002;60201891;Taborstraße U;Wien;49000001;163.809.050;482.187.410
1003;60200494;Heinestraße, Taborstraße;Wien;49000001;163.822.614;482.219.431
1004;60201662;Seefeldergasse;Wien;49000001;165.293.965;482.127.433
1005;60200081;Arminenstraße;Wien;49000001;164.371.575;482.364.008
1006;60200236;Donaustadtstraße;Wien;49000001;164.431.133;482.339.476
1007;60200288;Erzherzog-Karl-Straße S;Wien;49000001;164.529.768;482.296.093
1008;60200701;Konstanziagasse;Wien;49000001;164.574.594;482.277.243
1009;60200749;Langobardenstraße;Wien;49000001;164.549.261;482.248.218
1010;60200473;Hardeggasse;Wien;49000001;164.590.135;482.214.164
1011;60201278;Donauspital U;Wien;49000001;164.655.622;482.197.705
1012;60200473;Hardeggasse;Wien;49000001;164.590.853;482.214.523
1013;60200749;Langobardenstraße;Wien;49000001;164.551.507;482.242.891
1014;60201662;Seefeldergasse;Wien;49000001;165.294.773;482.128.271
1015;60200288;Erzherzog-Karl-Straße S;Wien;49000001;164.530.487;482.296.751
1016;60200236;Donaustadtstraße;Wien;49000001;164.440.476;482.336.245
1017;60200081;Arminenstraße;Wien;49000001;164.381.277;482.360.777
1018;60200631;Kagraner Brücke;Wien;49000001;164.307.435;482.391.530
1019;60201891;Taborstraße U;Wien;49000001;163.808.601;482.192.617
1020;60200659;Karmeliterplatz;Wien;49000001;163.804.019;482.159.817
1021;60201278;Donauspital U;Wien;49000001;164.654.634;482.194.413
1022;60200838;Marienbrücke;Wien;49000001;163.774.195;482.131.803
1023;60201031;Polgarstraße;Wien;49000001;164.489.164;482.315.002
1024;60200299;Aspernstraße U;Wien;49000001;164.745.184;482.220.807
1025;60200958;Aspernstraße, Oberdorfstraße;Wien;49000001;164.816.241;482.194.652
1026;60201247;Siegesplatz;Wien;49000001;164.856.575;482.175.379
1027;60200811;Lohwaggasse;Wien;49000001;164.934.908;482.170.531
1028;60201143;Saltenstraße;Wien;49000001;164.983.058;482.164.545
1029;60200337;Flugfeldstraße;Wien;49000001;165.045.760;482.155.986
1030;60200751;Lannesstraße;Wien;49000001;165.100.108;482.146.887
1031;60200682;Kirschenallee;Wien;49000001;165.191.198;482.144.074
1032;60200297;Eßling, Schule;Wien;49000001;165.264.231;482.139.764
1033;60201026;Podlahagasse;Wien;49000001;165.331.604;482.109.654
1034;60200281;Englisch-Feld-Gasse;Wien;49000001;165.363.135;482.097.741
1035;60203558;Groß-Enzersdorf, Stadtmauer;Groß-Enzersdorf;43008021;165.493.930;482.049.189
1036;60203556;Groß-Enzersdorf;Groß-Enzersdorf;43008021;165.494.020;481.998.118
1037;60200441;Eßling, Stadtgrenze;Wien;49000001;165.396.463;482.085.230
1038;60200441;Eßling, Stadtgrenze;Wien;49000001;165.397.181;482.086.127
1039;60200328;Heinrich-von-Buol-Gasse;Wien;49000001;164.260.273;482.650.947
1040;60201031;Polgarstraße;Wien;49000001;164.489.793;482.315.900
1041;60203558;Groß-Enzersdorf, Stadtmauer;Groß-Enzersdorf;43008021;165.490.516;482.053.979
1042;60200281;Englisch-Feld-Gasse;Wien;49000001;165.363.854;482.098.759
1043;60201026;Podlahagasse;Wien;49000001;165.332.143;482.110.253
1044;60200297;Eßling, Schule;Wien;49000001;165.266.117;482.140.782
1045;60200682;Kirschenallee;Wien;49000001;165.193.354;482.145.870
1046;60200751;Lannesstraße;Wien;49000001;165.097.863;482.149.042
1047;60200337;Flugfeldstraße;Wien;49000001;165.046.030;482.156.884
1048;60201143;Saltenstraße;Wien;49000001;164.983.327;482.165.503
1049;60200811;Lohwaggasse;Wien;49000001;164.923.140;482.174.062
1050;60201247;Siegesplatz;Wien;49000001;164.856.395;482.176.098
1051;60200958;Aspernstraße, Oberdorfstraße;Wien;49000001;164.815.881;482.197.106
1052;60200299;Aspernstraße U;Wien;49000001;164.743.567;482.223.979
1053;60201537;Zschokkegasse;Wien;49000001;164.690.656;482.241.994
1054;60200476;Hartlebengasse;Wien;49000001;164.643.225;482.259.110
1055;60200701;Konstanziagasse;Wien;49000001;164.588.787;482.277.781
1056;60201151;St.-Michael-Gasse;Wien;49000001;164.393.224;482.660.574
1057;60201151;St.-Michael-Gasse;Wien;49000001;164.393.494;482.659.259
1058;60201277;Sorgenthalgasse;Wien;49000001;164.319.562;482.662.129
1059;60200328;Heinrich-von-Buol-Gasse;Wien;49000001;164.255.512;482.649.153
1060;60200250;Dunantgasse;Wien;49000001;163.892.234;482.602.028
1061;60200186;Bunsengasse;Wien;49000001;163.910.739;482.632.827
1062;60200699;Koloniestraße;Wien;49000001;163.930.053;482.657.046
1063;60200814;Lorystraße;Wien;49000001;164.132.623;481.720.578
1064;60200483;Haspingerplatz;Wien;49000001;164.049.439;482.771.668
1065;;Eugen-Bormann-Gasse;;;0000000000;0000000000
1067;60200633;Kagraner Platz;Wien;49000001;164.429.516;482.501.486
1068;60200008;Afritschgasse;Wien;49000001;164.517.641;482.467.449
1069;60201027;Pogrelzstraße;Wien;49000001;164.559.053;482.433.888
1070;60200530;Hirschstetten, Ort;Wien;49000001;164.659.754;482.349.408
1071;60200532;Hirschstetten S;Wien;49000001;164.682.302;482.324.636
1072;60200058;Amongasse;Wien;49000001;164.694.789;482.303.274
1073;60200477;Haschafeld;Wien;49000001;164.751.113;482.253.664
1074;60200414;Gotthelfgasse;Wien;49000001;164.724.074;482.276.165
1075;60200414;Gotthelfgasse;Wien;49000001;164.729.733;482.269.523
1076;60201859;Großfeldsiedlung U;Wien;49000001;164.475.240;482.702.013
1077;60200495;Siemensstraße, Heinrich-von-Buol-Gasse;Wien;49000001;164.280.306;482.668.288
1078;60201360;Hirschstetten, Süßenbrunner Straße;Wien;49000001;164.620.678;482.362.213
1079;60201360;Hirschstetten, Süßenbrunner Straße;Wien;49000001;164.621.306;482.364.008
1080;60201512;Aspern, Zachgasse;Wien;49000001;164.871.038;482.171.489
1081;60200305;Felmayergasse;Wien;49000001;164.321.179;482.719.353
1083;60200058;Amongasse;Wien;49000001;164.692.992;482.302.615
1084;60200532;Hirschstetten S;Wien;49000001;164.678.439;482.329.304
1085;60200530;Hirschstetten, Ort;Wien;49000001;164.662.000;482.349.648
1086;60201027;Pogrelzstraße;Wien;49000001;164.559.412;482.436.161
1087;60200008;Afritschgasse;Wien;49000001;164.516.922;482.473.909
1088;60200593;Trillergasse;Wien;49000001;164.027.700;482.740.698
1089;60200591;Jedlersdorf S;Wien;49000001;163.966.614;482.728.202
1090;60200812;Lokomotivgasse;Wien;49000001;163.954.038;482.710.683
1091;60200699;Koloniestraße;Wien;49000001;163.932.209;482.663.744
1092;60200548;Hopfengasse;Wien;49000001;163.914.781;482.690.652
1093;60200968;Obergfellplatz;Wien;49000001;163.894.300;482.666.853
1094;60200072;Anton-Störck-Gasse;Wien;49000001;163.863.488;482.649.691
1095;60200119;Jedlesee, Bellgasse;Wien;49000001;163.867.800;482.629.598
1096;60201097;Richard-Neutra-Gasse;Wien;49000001;164.310.130;482.666.554
1097;60201213;Hertha-Kräftner-Gasse;Wien;49000001;164.315.610;482.695.137
1098;60201213;Hertha-Kräftner-Gasse;Wien;49000001;164.314.801;482.695.196
1099;60201097;Richard-Neutra-Gasse;Wien;49000001;164.308.782;482.666.733
1100;60201859;Großfeldsiedlung U;Wien;49000001;164.481.618;482.699.741
1101;60200239;Dopschstraße;Wien;49000001;164.391.427;482.692.386
1102;60200006;Adolf-Loos-Gasse;Wien;49000001;164.543.153;482.774.358
1103;60200769;Leopoldau S U;Wien;49000001;164.506.322;482.769.754
1104;60200180;Bubergasse;Wien;49000001;164.518.719;482.703.747
1105;60200980;Oswald-Redlich-Straße;Wien;49000001;164.538.841;482.748.112
1106;60201861;Kürschnergasse;Wien;49000001;164.460.867;482.762.102
1107;60200893;Moritz-Dreger-Gasse;Wien;49000001;164.421.880;482.731.550
1108;60200748;Langfeldgasse;Wien;49000001;164.429.247;482.698.306
1109;60200239;Dopschstraße;Wien;49000001;164.397.806;482.694.419
1110;60201151;Sankt-Michael-Gasse;Wien;49000001;164.393.404;482.668.288
1111;60200771;Leopoldauer Platz;Wien;49000001;164.405.082;482.635.040
1112;60200271;Eipeldauer Straße;Wien;49000001;164.367.442;482.631.571
1113;60201516;Serpentingasse;Wien;49000001;164.285.157;482.625.770
1114;60200258;Edelsteingasse;Wien;49000001;164.253.895;482.623.737
1115;60201398;Töllergasse;Wien;49000001;164.216.256;482.617.458
1116;60200489;Hawlicekgasse;Wien;49000001;164.159.572;482.604.181
1117;60201217;Sebastian-Kohl-Gasse;Wien;49000001;164.098.667;482.589.110
1118;60200995;Patrizigasse;Wien;49000001;164.040.096;482.572.603
1119;60201690;Kefedergrundgasse;Wien;49000001;164.321.089;482.628.342
1120;60200334;Floridsdorf S U;Wien;49000001;164.004.523;482.559.326
1121;;Pulkaugasse;;;0000000000;0000000000
1122;60201660;Mitterhofergasse;Wien;49000001;164.021.591;482.779.679
1123;60200773;Leopoldauer Straße;Wien;49000001;164.365.017;482.621.823
1124;60200180;Bubergasse;Wien;49000001;164.513.419;482.698.724
1125;60200334;Floridsdorf S U;Wien;49000001;163.991.587;482.570.271
1126;60201690;Kefedergrundgasse;Wien;49000001;164.326.749;482.627.505
1127;60200995;Patrizigasse;Wien;49000001;164.042.971;482.572.065
1128;60201217;Sebastian-Kohl-Gasse;Wien;49000001;164.099.026;482.588.393
1129;60200489;Hawlicekgasse;Wien;49000001;164.154.542;482.601.669
1130;60201398;Töllergasse;Wien;49000001;164.211.315;482.615.185
1131;60200258;Edelsteingasse;Wien;49000001;164.258.657;482.622.481
1132;60201516;Serpentingasse;Wien;49000001;164.279.767;482.624.574
1133;60200271;Eipeldauer Straße;Wien;49000001;164.364.478;482.630.196
1134;60200771;Leopoldauer Platz;Wien;49000001;164.405.351;482.631.452
1135;60201151;Sankt-Michael-Gasse;Wien;49000001;164.396.278;482.664.222
1136;60200239;Dopschstraße;Wien;49000001;164.389.631;482.690.532
1137;60200893;Moritz-Dreger-Gasse;Wien;49000001;164.423.857;482.731.729
1138;60201861;Kürschnergasse;Wien;49000001;164.461.316;482.761.205
1139;60200980;Oswald-Redlich-Straße;Wien;49000001;164.537.044;482.747.813
1140;60200454;Doderergasse;Wien;49000001;164.532.822;482.718.635
1141;60201451;Uhlirzgasse;Wien;49000001;164.487.008;482.684.493
1142;60200769;Leopoldau S U;Wien;49000001;164.506.502;482.768.499
1143;60200006;Adolf-Loos-Gasse;Wien;49000001;164.541.266;482.773.461
1144;60200748;Langfeldgasse;Wien;49000001;164.434.726;482.697.648
1145;60201133;Ruthnergasse;Wien;49000001;164.179.964;482.722.701
1146;60201215;Scottgasse;Wien;49000001;164.206.824;482.745.959
1147;60200622;Justgasse;Wien;49000001;164.214.909;482.760.248
1148;60201772;Skraupstraße;Wien;49000001;164.156.877;482.766.466
1149;60200130;Berzeliusgasse;Wien;49000001;164.102.619;482.758.814
1150;60200431;Großjedlersdorf;Wien;49000001;164.080.790;482.767.782
1152;60201103;Schippergasse;Wien;49000001;164.176.191;482.835.395
1153;60200546;Kollarzgasse;Wien;49000001;164.256.860;482.854.105
1154;60200024;Allissen;Wien;49000001;164.310.040;482.862.772
1155;60201540;Grellgasse;Wien;49000001;164.349.836;482.858.409
1156;60200249;Draugasse;Wien;49000001;164.383.343;482.854.643
1157;60200218;Dahliengasse;Wien;49000001;164.446.764;482.867.853
1158;60200574;Illgasse;Wien;49000001;164.478.025;482.878.074
1159;60200002;Achengasse;Wien;49000001;164.509.825;482.844.541
1160;60200758;Lavantgasse, Schule;Wien;49000001;164.503.178;482.823.080
1161;;Lavantgasse;;;0000000000;0000000000
1162;;Iselgasse;;;0000000000;0000000000
1163;;Pulkaugasse;;;0000000000;0000000000
1164;60200769;Leopoldau S U;Wien;49000001;164.488.985;482.775.912
1165;60200587;Lafnitzgasse;Wien;49000001;164.564.353;482.815.309
1166;60200757;Pulkaugasse;Wien;49000001;164.532.553;482.829.656
1167;60201873;Kainachgasse;Wien;49000001;164.486.110;482.819.374
1168;60200002;Achengasse;Wien;49000001;164.489.524;482.844.660
1169;60200574;Illgasse;Wien;49000001;164.476.947;482.879.569
1170;60200218;Dahliengasse;Wien;49000001;164.451.794;482.870.902
1171;60200249;Draugasse;Wien;49000001;164.393.044;482.855.838
1172;60201540;Grellgasse;Wien;49000001;164.350.195;482.860.202
1173;60200024;Allissen;Wien;49000001;164.303.303;482.864.327
1174;60200546;Kollarzgasse;Wien;49000001;164.256.321;482.855.061
1175;60201103;Schippergasse;Wien;49000001;164.179.605;482.837.427
1177;60200431;Großjedlersdorf;Wien;49000001;164.079.892;482.766.227
1178;60201268;Skraupstraße;Wien;49000001;164.141.157;482.740.040
1179;60200130;Berzeliusgasse;Wien;49000001;164.107.290;482.755.107
1180;60200128;Bernreiterplatz;Wien;49000001;164.061.117;482.815.727
1181;60201076;Ratzenhofergasse;Wien;49000001;164.192.361;482.839.938
1182;60201076;Ratzenhofergasse;Wien;49000001;164.196.313;482.842.030
1183;60201335;Strebersdorfer Platz;Wien;49000001;163.886.574;482.953.622
1184;60200263;Egon-Friedell-Gasse;Wien;49000001;164.360.346;482.738.725
1185;60200362;Obkirchergasse;Wien;49000001;163.421.427;482.457.937
1186;60201153;Sauerburggasse;Wien;49000001;163.391.692;482.462.244
1187;60200224;Daringergasse;Wien;49000001;163.349.921;482.466.731
1188;60200118;Bellevuestraße;Wien;49000001;163.284.883;482.490.838
1189;60200660;Karthäuserstraße;Wien;49000001;163.240.147;482.505.613
1190;60201470;Wexstraße;Wien;49000001;163.659.570;482.359.161
1191;60201250;Sievering;Wien;49000001;163.169.270;482.543.296
1192;60201250;Sievering;Wien;49000001;163.168.910;482.542.459
1193;60200362;Obkirchergasse;Wien;49000001;163.418.911;482.457.040
1194;60200660;Karthäuserstraße;Wien;49000001;163.237.542;482.505.553
1195;60200118;Bellevuestraße;Wien;49000001;163.283.895;482.482.882
1196;60200224;Daringergasse;Wien;49000001;163.344.980;482.465.774
1197;60201153;Sauerburggasse;Wien;49000001;163.391.423;482.461.467
1198;60200692;Gürtelbrücke;Wien;49000001;163.652.114;482.364.786
1199;60201667;Jägerstraße U;Wien;49000001;163.702.330;482.358.683
1201;60200692;Gürtelbrücke;Wien;49000001;163.651.755;482.375.855
1202;60200254;Döblinger Steg;Wien;49000001;163.656.606;482.409.658
1203;60200493;Heiligenstädter Brücke;Wien;49000001;163.678.974;482.437.119
1204;60200897;Muthgasse;Wien;49000001;163.668.374;482.449.861
1205;60200383;Geistingergasse;Wien;49000001;163.628.488;482.455.305
1206;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;163.645.556;482.489.283
